"","Site.Name","Habitat","Year","Species","sum"
"517","South Reef","Fore Reef","2016","Hypoplectrus nigricans",1
"518","South Reef","Fore Reef","2016","Scarus iseri",21
"519","South Reef","Fore Reef","2016","Serranus tigrinus",2
"520","South Reef","Fore Reef","2016","Sparisoma atomarium",2
"521","South Reef","Fore Reef","2016","Sparisoma aurofrenatum",9
"522","South Reef","Fore Reef","2016","Sparisoma chrysopterum",4
"523","South Reef","Fore Reef","2016","Sparisoma viride",1
"524","South Reef","Fore Reef","2016","Stegastes diencaeus",13
"525","South Reef","Fore Reef","2016","Stegastes partitus",21
"526","South Reef","Fore Reef","2016","Stegastes variabilis",1
"527","South Reef","Fore Reef","2016","Thalassoma bifasciatum",25
"528","South Reef","Fore Reef","2017","Acanthemblemaria aspera",3
"529","South Reef","Fore Reef","2017","Elacatinus lobeli",2
"530","South Reef","Fore Reef","2017","Elacatinus oceanops",4
"531","South Reef","Fore Reef","2017","Gnatholepis cauerensis",3
"532","South Reef","Fore Reef","2017","Gnatholepis thompsoni",4
"533","South Reef","Fore Reef","2017","Serranus tigrinus",5
"534","South Reef","Fore Reef","2017","Acanthurus chirurgus",2
"535","South Reef","Fore Reef","2017","Acanthurus coeruleus",1
"536","South Reef","Fore Reef","2017","Acanthurus tractus",4
"537","South Reef","Fore Reef","2017","Bodianus rufus",1
"538","South Reef","Fore Reef","2017","Calamus calamus",1
"539","South Reef","Fore Reef","2017","Canthigaster rostrata",249
"540","South Reef","Fore Reef","2017","Cephalopholis cruentata",1
"541","South Reef","Fore Reef","2017","Chromis cyanea",6
"542","South Reef","Fore Reef","2017","Haemulon flavolineatum",3
"543","South Reef","Fore Reef","2017","Halichoeres garnoti",11
"544","South Reef","Fore Reef","2017","Halichoeres maculipinna",1
"545","South Reef","Fore Reef","2017","Holocentrus adscensionis",1
"546","South Reef","Fore Reef","2017","Holocentrus rufus",1
"547","South Reef","Fore Reef","2017","Hypoplectrus indigo",1
"548","South Reef","Fore Reef","2017","Scarus iseri",35
"549","South Reef","Fore Reef","2017","Sparisoma atomarium",3
"550","South Reef","Fore Reef","2017","Sparisoma aurofrenatum",16
"551","South Reef","Fore Reef","2017","Stegastes diencaeus",4
"552","South Reef","Fore Reef","2017","Stegastes partitus",16
"553","South Reef","Fore Reef","2017","Thalassoma bifasciatum",13
"554","Tobacco Reef","Fore Reef","2015","Acanthemblemaria aspera",8
"555","Tobacco Reef","Fore Reef","2015","Coryphopterus dicrus",16
"556","Tobacco Reef","Fore Reef","2015","Elacatinus lobeli",5
"557","Tobacco Reef","Fore Reef","2015","Gnatholepis thompsoni",2
"558","Tobacco Reef","Fore Reef","2015","Serranus baldwini",4
"559","Tobacco Reef","Fore Reef","2015","Acanthurus bahianus",4
"560","Tobacco Reef","Fore Reef","2015","Acanthurus coeruleus",2
"561","Tobacco Reef","Fore Reef","2015","Acanthurus tractus",13
"562","Tobacco Reef","Fore Reef","2015","Cephalopholis cruentata",2
"563","Tobacco Reef","Fore Reef","2015","Chaetodon capistratus",2
"564","Tobacco Reef","Fore Reef","2015","Chaetodon striatus",1
"565","Tobacco Reef","Fore Reef","2015","Chromis cyanea",2
"566","Tobacco Reef","Fore Reef","2015","Haemulon flavolineatum",3
"567","Tobacco Reef","Fore Reef","2015","Halichoeres garnoti",40
"568","Tobacco Reef","Fore Reef","2015","Holocentrus adscensionis",1
"569","Tobacco Reef","Fore Reef","2015","Holocentrus rufus",1
"570","Tobacco Reef","Fore Reef","2015","Hypoplectrus nigricans",1
"571","Tobacco Reef","Fore Reef","2015","Pseudupeneus maculatus",2
"572","Tobacco Reef","Fore Reef","2015","Scarus iseri",68
"573","Tobacco Reef","Fore Reef","2015","Sparisoma atomarium",2
"574","Tobacco Reef","Fore Reef","2015","Sparisoma aurofrenatum",19
"575","Tobacco Reef","Fore Reef","2015","Sparisoma chrysopterum",1
"576","Tobacco Reef","Fore Reef","2015","Sparisoma viride",8
"577","Tobacco Reef","Fore Reef","2015","Stegastes adustus",1
"578","Tobacco Reef","Fore Reef","2015","Stegastes partitus",34
"579","Tobacco Reef","Fore Reef","2015","Stegastes planifrons",2
"580","Tobacco Reef","Fore Reef","2015","Stegastes variabilis",2
"581","Tobacco Reef","Fore Reef","2015","Thalassoma bifasciatum",42
"582","Tobacco Reef","Fore Reef","2016","Cephalopholis cruentata",1
"583","Tobacco Reef","Fore Reef","2016","Coryphopterus dicrus",26
"584","Tobacco Reef","Fore Reef","2016","Elacatinus lobeli",1
"585","Tobacco Reef","Fore Reef","2016","Elacatinus oceanops",1
"586","Tobacco Reef","Fore Reef","2016","Emblemariopsis sp.[bottomei]",3
"587","Tobacco Reef","Fore Reef","2016","Gnatholepis thompsoni",1
"588","Tobacco Reef","Fore Reef","2016","Hypoplectrus nigricans",1
"589","Tobacco Reef","Fore Reef","2016","Malacoctenus triangulatus",1
"590","Tobacco Reef","Fore Reef","2016","Serranus tigrinus",3
"591","Tobacco Reef","Fore Reef","2016","Acanthurus coeruleus",1
"592","Tobacco Reef","Fore Reef","2016","Acanthurus tractus",3
"593","Tobacco Reef","Fore Reef","2016","Canthigaster rostrata",1
"594","Tobacco Reef","Fore Reef","2016","Clepticus parrae",3
"595","Tobacco Reef","Fore Reef","2016","Halichoeres garnoti",14
"596","Tobacco Reef","Fore Reef","2016","Halichoeres maculipinna",1
"597","Tobacco Reef","Fore Reef","2016","Ocyurus chrysurus",1
"598","Tobacco Reef","Fore Reef","2016","Scarus iseri",26
"599","Tobacco Reef","Fore Reef","2016","Sparisoma aurofrenatum",14
"600","Tobacco Reef","Fore Reef","2016","Stegastes diencaeus",3
"601","Tobacco Reef","Fore Reef","2016","Stegastes partitus",54
"602","Tobacco Reef","Fore Reef","2016","Stegastes planifrons",3
"603","Tobacco Reef","Fore Reef","2016","Thalassoma bifasciatum",35
"604","Tobacco Reef","Fore Reef","2017","Coryphopterus glaucofraenum",3
"605","Tobacco Reef","Fore Reef","2017","Elacatinus oceanops",3
"606","Tobacco Reef","Fore Reef","2017","Serranus tigrinus",1
"607","Tobacco Reef","Fore Reef","2017","Acanthurus chirurgus",3
"608","Tobacco Reef","Fore Reef","2017","Acanthurus coeruleus",3
"609","Tobacco Reef","Fore Reef","2017","Acanthurus tractus",5
"610","Tobacco Reef","Fore Reef","2017","Aulostomus maculatus",1
"611","Tobacco Reef","Fore Reef","2017","Canthigaster rostrata",339
"612","Tobacco Reef","Fore Reef","2017","Carangoides ruber",12
"613","Tobacco Reef","Fore Reef","2017","Cephalopholis cruentata",1
"614","Tobacco Reef","Fore Reef","2017","Chaetodon capistratus",2
"615","Tobacco Reef","Fore Reef","2017","Chromis cyanea",1
"616","Tobacco Reef","Fore Reef","2017","Clepticus parrae",9
"617","Tobacco Reef","Fore Reef","2017","Haemulon flavolineatum",3
"618","Tobacco Reef","Fore Reef","2017","Halichoeres cyanocephalus",1
"619","Tobacco Reef","Fore Reef","2017","Halichoeres garnoti",16
"620","Tobacco Reef","Fore Reef","2017","Holocentrus adscensionis",1
"621","Tobacco Reef","Fore Reef","2017","Holocentrus rufus",1
"622","Tobacco Reef","Fore Reef","2017","Lutjanus apodus",1
"623","Tobacco Reef","Fore Reef","2017","Ocyurus chrysurus",1
"624","Tobacco Reef","Fore Reef","2017","Scarus iseri",64
"625","Tobacco Reef","Fore Reef","2017","Sparisoma atomarium",1
"626","Tobacco Reef","Fore Reef","2017","Sparisoma aurofrenatum",8
"627","Tobacco Reef","Fore Reef","2017","Sparisoma rubripinne",1
"628","Tobacco Reef","Fore Reef","2017","Sparisoma viride",1
"629","Tobacco Reef","Fore Reef","2017","Stegastes diencaeus",4
"630","Tobacco Reef","Fore Reef","2017","Stegastes partitus",32
"631","Tobacco Reef","Fore Reef","2017","Stegastes planifrons",1
"632","Tobacco Reef","Fore Reef","2017","Thalassoma bifasciatum",12
"633","Tobacco Reef","Fore Reef","2017","Trachinotus falcatus",1
"634","Tobacco Mangrove","Mangrove","2015","Coryphopterus personatus",780
"635","Tobacco Mangrove","Mangrove","2015","Urobatis jamaicensis",1
"636","Tobacco Mangrove","Mangrove","2015","Abudefduf saxatilis",2
"637","Tobacco Mangrove","Mangrove","2015","Canthigaster rostrata",1
"638","Tobacco Mangrove","Mangrove","2015","Haemulon flavolineatum",3
"639","Tobacco Mangrove","Mangrove","2015","Haemulon sciurus",11
"640","Tobacco Mangrove","Mangrove","2015","Lutjanus apodus",2
"641","Tobacco Mangrove","Mangrove","2015","Lutjanus griseus",3
"642","Tobacco Mangrove","Mangrove","2015","Scarus iseri",12
"643","Tobacco Mangrove","Mangrove","2015","Sparisoma viride",2
"644","Tobacco Mangrove","Mangrove","2015","Stegastes leucostictus",2
"645","Tobacco Mangrove","Mangrove","2015","Stegastes variabilis",5
"646","Tobacco Mangrove","Mangrove","2015","Thalassoma bifasciatum",3
"647","Tobacco Mangrove","Mangrove","2016","Coryphopterus dicrus",18
"648","Tobacco Mangrove","Mangrove","2016","Coryphopterus eidolon",7
"649","Tobacco Mangrove","Mangrove","2016","Coryphopterus personatus",425
"650","Tobacco Mangrove","Mangrove","2016","Anisotremus virginicus",1
"651","Tobacco Mangrove","Mangrove","2016","Canthigaster rostrata",2
"652","Tobacco Mangrove","Mangrove","2016","Carangoides ruber",1
"653","Tobacco Mangrove","Mangrove","2016","Gerres cinereus",6
"654","Tobacco Mangrove","Mangrove","2016","Haemulon flavolineatum",1
"655","Tobacco Mangrove","Mangrove","2016","Haemulon sciurus",4
"656","Tobacco Mangrove","Mangrove","2016","Lutjanus analis",1
"657","Tobacco Mangrove","Mangrove","2016","Lutjanus apodus",8
"658","Tobacco Mangrove","Mangrove","2016","Lutjanus griseus",3
"659","Tobacco Mangrove","Mangrove","2016","Lutjanus synagris",1
"660","Tobacco Mangrove","Mangrove","2016","Scarus iseri",5
"661","Tobacco Mangrove","Mangrove","2016","Sphyraena barracuda",1
"662","Tobacco Mangrove","Mangrove","2016","Stegastes diencaeus",3
"663","Tobacco Mangrove","Mangrove","2016","Stegastes planifrons",1
"664","Tobacco Mangrove","Mangrove","2017","Coryphopterus glaucofraenum",13
"665","Tobacco Mangrove","Mangrove","2017","Coryphopterus personatus",86
"666","Tobacco Mangrove","Mangrove","2017","Gnatholepis cauerensis",10
"667","Tobacco Mangrove","Mangrove","2017","Abudefduf saxatilis",3
"668","Tobacco Mangrove","Mangrove","2017","Calamus calamus",1
"669","Tobacco Mangrove","Mangrove","2017","Clupeid spp.",11
"670","Tobacco Mangrove","Mangrove","2017","Haemulon plumierii",1
"671","Tobacco Mangrove","Mangrove","2017","Haemulon sciurus",7
"672","Tobacco Mangrove","Mangrove","2017","Lutjanus apodus",3
"673","Tobacco Mangrove","Mangrove","2017","Lutjanus cyanopterus",1
"674","Tobacco Mangrove","Mangrove","2017","Pomacanthus paru",2
"675","Tobacco Mangrove","Mangrove","2017","Scarus iseri",3
"676","Tobacco Mangrove","Mangrove","2017","Sphyraena barracuda",3
"677","Tobacco Mangrove","Mangrove","2017","Stegastes diencaeus",1
"678","Tobacco Mangrove","Mangrove","2017","Stegastes leucostictus",1
"679","Tobacco Sand","Sand","2015","Bothus ocellatus",1
"680","Tobacco Sand","Sand","2015","Diplectrum bivittatum",1
"681","Tobacco Sand","Sand","2015","Synodus intermedius",1
"682","Tobacco Sand","Sand","2015","Xyrichtys splendens",5
"683","Tobacco Sand","Sand","2015","Apogon robbyi",8
"684","Tobacco Sand","Sand","2015","Haemulon sp.",5
"685","Tobacco Sand","Sand","2016","Coryphopterus dicrus",1
"686","Tobacco Sand","Sand","2016","Ptereleotris calliura",2
"687","Tobacco Sand","Sand","2016","Xyrichtys martinicensis",1
"688","Tobacco Sand","Sand","2016","Halichoeres bivittatus",16
"689","Tobacco Sand","Sand","2016","Halichoeres garnoti",2
"690","Tobacco Sand","Sand","2016","Malacanthus plumieri",1
"691","Tobacco Sand","Sand","2016","Ptereleotris helenae",7
"692","Tobacco Sand","Sand","2016","Scarus taeniopterus",2
"693","Tobacco Sand","Sand","2016","Xyrichtys novacula",6
"694","Tobacco Sand","Sand","2017","Bothus lunatus",1
"695","Tobacco Sand","Sand","2017","Synodus intermedius",1
"696","Tobacco Sand","Sand","2017","Canthigaster rostrata",36
"697","Tobacco Sand","Sand","2017","Cryptotomus roseus",6
"698","Tobacco Sand","Sand","2017","Halichoeres bivittatus",1
"699","Tobacco Sand","Sand","2017","Serranus tortugarum",1
"700","Tobacco Sand","Sand","2017","Sparisoma radians",1
"701","Tobacco Sand","Sand","2017","Thalassoma bifasciatum",2
"702","Tobacco Sand","Sand","2017","Xyrichtys splendens",5
"703","Tobacco Seagrass","Seagrass","2017","Canthigaster rostrata",4
"704","Tobacco Seagrass","Seagrass","2017","Cryptotomus roseus",3
"705","Tobacco Seagrass","Seagrass","2017","Haemulon plumierii",1
"706","Tobacco Seagrass","Seagrass","2017","Haemulon sciurus",20
"707","Tobacco Seagrass","Seagrass","2017","Haemulon spp.",10
"708","Tobacco Seagrass","Seagrass","2017","Halichoeres bivittatus",9
"709","Tobacco Seagrass","Seagrass","2017","Scarus iseri",1
"710","Tobacco Seagrass","Seagrass","2017","Sparisoma aurofrenatum",2
"711","Tobacco Seagrass","Seagrass","2017","Sparisoma radians",2
"712","Tobacco Seagrass","Seagrass","2017","Sphoeroides spengleri",1
"713","Twin Cays Mangrove","Mangrove","2015","Abudefduf saxatilis",4
"714","Twin Cays Mangrove","Mangrove","2015","Canthigaster rostrata",1
"715","Twin Cays Mangrove","Mangrove","2015","Caranx hippos",1
"716","Twin Cays Mangrove","Mangrove","2015","Chaetodipterus faber",3
"717","Twin Cays Mangrove","Mangrove","2015","Chaetodon capistratus",1
"718","Twin Cays Mangrove","Mangrove","2015","Clupeidae",3984
"719","Twin Cays Mangrove","Mangrove","2015","Eucinostomus melanopterus",2
"720","Twin Cays Mangrove","Mangrove","2015","Gerreidae sp.",1
"721","Twin Cays Mangrove","Mangrove","2015","Haemulon flavolineatum",16
"722","Twin Cays Mangrove","Mangrove","2015","Haemulon plumierii",4
"723","Twin Cays Mangrove","Mangrove","2015","Haemulon sciurus",4
"724","Twin Cays Mangrove","Mangrove","2015","Haemulon sp.",9
"725","Twin Cays Mangrove","Mangrove","2015","Lactophrys triqueter",1
"726","Twin Cays Mangrove","Mangrove","2015","Lutjanus apodus",13
"727","Twin Cays Mangrove","Mangrove","2015","Lutjanus griseus",26
"728","Twin Cays Mangrove","Mangrove","2015","Lutjanus jocu",2
"729","Twin Cays Mangrove","Mangrove","2015","Thalassoma bifasciatum",2
"730","Twin Cays Mangrove","Mangrove","2016","Ablennes hians",10
"731","Twin Cays Mangrove","Mangrove","2016","Abudefduf saxatilis",6
"732","Twin Cays Mangrove","Mangrove","2016","Anisotremus virginicus",1
"733","Twin Cays Mangrove","Mangrove","2016","Atherinid spp.",95
"734","Twin Cays Mangrove","Mangrove","2016","Chaetodipterus faber",5
"735","Twin Cays Mangrove","Mangrove","2016","Chaetodon capistratus",1
"736","Twin Cays Mangrove","Mangrove","2016","Chromis multilineata",1
"737","Twin Cays Mangrove","Mangrove","2016","Clupeid spp.",145
"738","Twin Cays Mangrove","Mangrove","2016","Gerres cinereus",3
"739","Twin Cays Mangrove","Mangrove","2016","Haemulon carbonarium",3
"740","Twin Cays Mangrove","Mangrove","2016","Haemulon flavolineatum",2
"741","Twin Cays Mangrove","Mangrove","2016","Haemulon sciurus",5
"742","Twin Cays Mangrove","Mangrove","2016","Haemulon spp.",5
"743","Twin Cays Mangrove","Mangrove","2016","Lutjanus apodus",8
"744","Twin Cays Mangrove","Mangrove","2016","Lutjanus griseus",6
"745","Twin Cays Mangrove","Mangrove","2016","Lutjanus jocu",3
"746","Twin Cays Mangrove","Mangrove","2016","Scarus iseri",2
"747","Twin Cays Mangrove","Mangrove","2016","Sparisoma aurofrenatum",3
"748","Twin Cays Mangrove","Mangrove","2016","Strongylura notata",2
"749","Twin Cays Mangrove","Mangrove","2016","Thalassoma bifasciatum",1
"750","Twin Cays Mangrove","Mangrove","2017","Abudefduf saxatilis",5
"751","Twin Cays Mangrove","Mangrove","2017","Anisotremus virginicus",4
"752","Twin Cays Mangrove","Mangrove","2017","Antherinidae sp.",100
"753","Twin Cays Mangrove","Mangrove","2017","Canthigaster rostrata",6
"754","Twin Cays Mangrove","Mangrove","2017","Chaetodon capistratus",1
"755","Twin Cays Mangrove","Mangrove","2017","Clupeid spp.",30
"756","Twin Cays Mangrove","Mangrove","2017","Gerres cinereus",10
"757","Twin Cays Mangrove","Mangrove","2017","Haemulon flavolineatum",4
"758","Twin Cays Mangrove","Mangrove","2017","Haemulon sciurus",17
"759","Twin Cays Mangrove","Mangrove","2017","Haemulon spp.",8
"760","Twin Cays Mangrove","Mangrove","2017","Lutjanus apodus",4
"761","Twin Cays Mangrove","Mangrove","2017","Lutjanus griseus",10
"762","Twin Cays Mangrove","Mangrove","2017","Lutjanus jocu",1
"763","Twin Cays Mangrove","Mangrove","2017","Pterois volitans",1
"764","Twin Cays Mangrove","Mangrove","2017","Sphyraena barracuda",4
"765","Twin Cays Mangrove","Mangrove","2017","Thalassoma bifasciatum",1
"766","Twin Cays Mangrove","Mangrove","2017","Tylosurus crocodilus",2
"767","Twin Cays Seagrass","Seagrass","2015","Cryptotomus roseus",1
"768","Twin Cays Seagrass","Seagrass","2015","Haemulon sciurus",2
"769","Twin Cays Seagrass","Seagrass","2015","Haemulon sp.",10
"770","Twin Cays Seagrass","Seagrass","2015","Halichoeres bivittatus",1
"771","Twin Cays Seagrass","Seagrass","2015","Lutjanus apodus",2
"772","Twin Cays Seagrass","Seagrass","2015","Monacanthus ciliatus",1
"773","Twin Cays Seagrass","Seagrass","2015","Scarus iseri",6
"774","Twin Cays Seagrass","Seagrass","2015","Sparisoma radians",10
"775","Twin Cays Seagrass","Seagrass","2016","Atherinid spp.",1004
"776","Twin Cays Seagrass","Seagrass","2016","Haemulon flavolineatum",1
"777","Twin Cays Seagrass","Seagrass","2016","Haemulon sciurus",7
"778","Twin Cays Seagrass","Seagrass","2016","Haemulon spp.",9
"779","Twin Cays Seagrass","Seagrass","2016","Halichoeres bivittatus",3
"780","Twin Cays Seagrass","Seagrass","2016","Monacanthus ciliatus",1
"781","Twin Cays Seagrass","Seagrass","2016","Scarus iseri",54
"782","Twin Cays Seagrass","Seagrass","2016","Sparisoma radians",2
"783","Twin Cays Seagrass","Seagrass","2017","Canthigaster rostrata",9
"784","Twin Cays Seagrass","Seagrass","2017","Lutjanus griseus",2
